DS_ID,GeoCode,Continent,Country,MacroRegion,Region,Province,DistrictUnit,PostCode
"DEA24","DEA24","European Union","Germany","NORDRHEIN-WESTFALEN","Köln","Leverkusen, Kreisfreie Stadt","",""
"DEA28","DEA28","European Union","Germany","NORDRHEIN-WESTFALEN","Köln","Euskirchen","",""
"DEA22","DEA22","European Union","Germany","NORDRHEIN-WESTFALEN","Köln","Bonn, Kreisfreie Stadt","",""
"DEA23","DEA23","European Union","Germany","NORDRHEIN-WESTFALEN","Köln","Köln, Kreisfreie Stadt","",""
"DEA26","DEA26","European Union","Germany","NORDRHEIN-WESTFALEN","Köln","Düren","",""
"DEA2C","DEA2C","European Union","Germany","NORDRHEIN-WESTFALEN","Köln","Rhein-Sieg-Kreis","",""
"DEA27","DEA27","European Union","Germany","NORDRHEIN-WESTFALEN","Köln","Rhein-Erft-Kreis","",""
"DEA29","DEA29","European Union","Germany","NORDRHEIN-WESTFALEN","Köln","Heinsberg","",""
"DEA2A","DEA2A","European Union","Germany","NORDRHEIN-WESTFALEN","Köln","Oberbergischer Kreis","",""
"DEA2B","DEA2B","European Union","Germany","NORDRHEIN-WESTFALEN","Köln","Rheinisch-Bergischer Kreis","",""
"DEA31","DEA31","European Union","Germany","NORDRHEIN-WESTFALEN","Münster","Bottrop, Kreisfreie Stadt","",""
"DEA36","DEA36","European Union","Germany","NORDRHEIN-WESTFALEN","Münster","Recklinghausen","",""
"DEA35","DEA35","European Union","Germany","NORDRHEIN-WESTFALEN","Münster","Coesfeld","",""
"DEA38","DEA38","European Union","Germany","NORDRHEIN-WESTFALEN","Münster","Warendorf","",""
"DEA34","DEA34","European Union","Germany","NORDRHEIN-WESTFALEN","Münster","Borken","",""
"DEA37","DEA37","European Union","Germany","NORDRHEIN-WESTFALEN","Münster","Steinfurt","",""
"DEA33","DEA33","European Union","Germany","NORDRHEIN-WESTFALEN","Münster","Münster, Kreisfreie Stadt","",""
"DEA32","DEA32","European Union","Germany","NORDRHEIN-WESTFALEN","Münster","Gelsenkirchen, Kreisfreie Stadt","",""
"DEA44","DEA44","European Union","Germany","NORDRHEIN-WESTFALEN","Detmold","Höxter","",""
"DEA47","DEA47","European Union","Germany","NORDRHEIN-WESTFALEN","Detmold","Paderborn","",""
"DEA45","DEA45","European Union","Germany","NORDRHEIN-WESTFALEN","Detmold","Lippe","",""
"DEA46","DEA46","European Union","Germany","NORDRHEIN-WESTFALEN","Detmold","Minden-Lübbecke","",""
"DEA41","DEA41","European Union","Germany","NORDRHEIN-WESTFALEN","Detmold","Bielefeld, Kreisfreie Stadt","",""
"DEA42","DEA42","European Union","Germany","NORDRHEIN-WESTFALEN","Detmold","Gütersloh","",""
"DEA43","DEA43","European Union","Germany","NORDRHEIN-WESTFALEN","Detmold","Herford","",""
"DEA51","DEA51","European Union","Germany","NORDRHEIN-WESTFALEN","Arnsberg","Bochum, Kreisfreie Stadt","",""
"DEA58","DEA58","European Union","Germany","NORDRHEIN-WESTFALEN","Arnsberg","Märkischer Kreis","",""
"DEA54","DEA54","European Union","Germany","NORDRHEIN-WESTFALEN","Arnsberg","Hamm, Kreisfreie Stadt","",""
"DEA53","DEA53","European Union","Germany","NORDRHEIN-WESTFALEN","Arnsberg","Hagen, Kreisfreie Stadt","",""
"DEA57","DEA57","European Union","Germany","NORDRHEIN-WESTFALEN","Arnsberg","Hochsauerlandkreis","",""
"DEA5A","DEA5A","European Union","Germany","NORDRHEIN-WESTFALEN","Arnsberg","Siegen-Wittgenstein","",""
"DEA55","DEA55","European Union","Germany","NORDRHEIN-WESTFALEN","Arnsberg","Herne, Kreisfreie Stadt","",""
"DEA52","DEA52","European Union","Germany","NORDRHEIN-WESTFALEN","Arnsberg","Dortmund, Kreisfreie Stadt","",""
"DEA5C","DEA5C","European Union","Germany","NORDRHEIN-WESTFALEN","Arnsberg","Unna","",""
"DEA5B","DEA5B","European Union","Germany","NORDRHEIN-WESTFALEN","Arnsberg","Soest","",""
"DEA56","DEA56","European Union","Germany","NORDRHEIN-WESTFALEN","Arnsberg","Ennepe-Ruhr-Kreis","",""
"DEA59","DEA59","European Union","Germany","NORDRHEIN-WESTFALEN","Arnsberg","Olpe","",""
"DEB13","DEB13","European Union","Germany","RHEINLAND-PFALZ","Koblenz","Altenkirchen (Westerwald)","",""
"DEB18","DEB18","European Union","Germany","RHEINLAND-PFALZ","Koblenz","Neuwied","",""
"DEB11","DEB11","European Union","Germany","RHEINLAND-PFALZ","Koblenz","Koblenz, Kreisfreie Stadt","",""
"DEB12","DEB12","European Union","Germany","RHEINLAND-PFALZ","Koblenz","Ahrweiler","",""
"DEB1B","DEB1B","European Union","Germany","RHEINLAND-PFALZ","Koblenz","Westerwaldkreis","",""
"DEB14","DEB14","European Union","Germany","RHEINLAND-PFALZ","Koblenz","Bad Kreuznach","",""
"DEB16","DEB16","European Union","Germany","RHEINLAND-PFALZ","Koblenz","Cochem-Zell","",""
"DEB17","DEB17","European Union","Germany","RHEINLAND-PFALZ","Koblenz","Mayen-Koblenz","",""
"DEB1A","DEB1A","European Union","Germany","RHEINLAND-PFALZ","Koblenz","Rhein-Lahn-Kreis","",""
"DEB19","DEB19","European Union","Germany","RHEINLAND-PFALZ","Koblenz","Rhein-Hunsrück-Kreis","",""
"DEB15","DEB15","European Union","Germany","RHEINLAND-PFALZ","Koblenz","Birkenfeld","",""
"DEB21","DEB21","European Union","Germany","RHEINLAND-PFALZ","Trier","Trier, Kreisfreie Stadt","",""
"DEB22","DEB22","European Union","Germany","RHEINLAND-PFALZ","Trier","Bernkastel-Wittlich","",""
"DEB24","DEB24","European Union","Germany","RHEINLAND-PFALZ","Trier","Daun","",""
"DEB25","DEB25","European Union","Germany","RHEINLAND-PFALZ","Trier","Trier-Saarburg","",""
"DEB23","DEB23","European Union","Germany","RHEINLAND-PFALZ","Trier","Bitburg-Prüm","",""
"DEB3B","DEB3B","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Alzey-Worms","",""
"DEB31","DEB31","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Frankenthal (Pfalz), Kreisfreie Stadt","",""
"DEB36","DEB36","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Neustadt an der Weinstraße, Kreisfreie Stadt","",""
"DEB3A","DEB3A","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Zweibrücken, Kreisfreie Stadt","",""
"DEB3C","DEB3C","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Bad Dürkheim","",""
"DEB39","DEB39","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Worms, Kreisfreie Stadt","",""
"DEB3F","DEB3F","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Kaiserslautern, Landkreis","",""
"DEB3G","DEB3G","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Kusel","",""
"DEB32","DEB32","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Kaiserslautern, Kreisfreie Stadt","",""
"DEB3E","DEB3E","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Germersheim","",""
"DEB3J","DEB3J","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Mainz-Bingen","",""
"DEB3K","DEB3K","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Südwestpfalz","",""
"DEB3D","DEB3D","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Donnersbergkreis","",""
"DEB35","DEB35","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Mainz, Kreisfreie Stadt","",""
"DEB3I","DEB3I","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Rhein-Pfalz-Kreis","",""
"DEB34","DEB34","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Ludwigshafen am Rhein, Kreisfreie Stadt","",""
"DEB3H","DEB3H","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Südliche Weinstraße","",""
"DEB38","DEB38","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Speyer, Kreisfreie Stadt","",""
"DEB33","DEB33","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Landau in der Pfalz, Kreisfreie Stadt","",""
"DEB37","DEB37","European Union","Germany","RHEINLAND-PFALZ","Rheinhessen-Pfalz","Pirmasens, Kreisfreie Stadt","",""
"DEC05","DEC05","European Union","Germany","SAARLAND","Saarland","Saarpfalz-Kreis","",""
"DEC04","DEC04","European Union","Germany","SAARLAND","Saarland","Saarlouis","",""
"DEC02","DEC02","European Union","Germany","SAARLAND","Saarland","Merzig-Wadern","",""
"DEC06","DEC06","European Union","Germany","SAARLAND","Saarland","St. Wendel","",""
"DEC03","DEC03","European Union","Germany","SAARLAND","Saarland","Neunkirchen","",""
"DEC01","DEC01","European Union","Germany","SAARLAND","Saarland","Stadtverband Saarbrücken","",""
"DED15","DED15","European Union","Germany","SACHSEN","Chemnitz","Chemnitzer Land","",""
"DED11","DED11","European Union","Germany","SACHSEN","Chemnitz","Chemnitz, Kreisfreie Stadt","",""
"DED18","DED18","European Union","Germany","SACHSEN","Chemnitz","Mittlerer Erzgebirgskreis","",""
"DED16","DED16","European Union","Germany","SACHSEN","Chemnitz","Freiberg","",""
"DED1B","DED1B","European Union","Germany","SACHSEN","Chemnitz","Aue-Schwarzenberg","",""
"DED17","DED17","European Union","Germany","SACHSEN","Chemnitz","Vogtlandkreis","",""
"DED1C","DED1C","European Union","Germany","SACHSEN","Chemnitz","Zwickauer Land","",""
"DED12","DED12","European Union","Germany","SACHSEN","Chemnitz","Plauen, Kreisfreie Stadt","",""
"DED13","DED13","European Union","Germany","SACHSEN","Chemnitz","Zwickau, Kreisfreie Stadt","",""
"DED14","DED14","European Union","Germany","SACHSEN","Chemnitz","Annaberg","",""
"DED1A","DED1A","European Union","Germany","SACHSEN","Chemnitz","Stollberg","",""
"DED19","DED19","European Union","Germany","SACHSEN","Chemnitz","Mittweida","",""
"DED28","DED28","European Union","Germany","SACHSEN","Dresden","Löbau-Zittau","",""
"DED23","DED23","European Union","Germany","SACHSEN","Dresden","Hoyerswerda, Kreisfreie Stadt","",""
"DED24","DED24","European Union","Germany","SACHSEN","Dresden","Bautzen","",""
"DED27","DED27","European Union","Germany","SACHSEN","Dresden","Riesa-Großenhain","",""
"DED26","DED26","European Union","Germany","SACHSEN","Dresden","Niederschlesischer Oberlausitzkreis","",""
"DED2B","DED2B","European Union","Germany","SACHSEN","Dresden","Kamenz","",""
"DED22","DED22","European Union","Germany","SACHSEN","Dresden","Görlitz, Kreisfreie Stadt","",""
"DED2A","DED2A","European Union","Germany","SACHSEN","Dresden","Weißeritzkreis","",""
"DED25","DED25","European Union","Germany","SACHSEN","Dresden","Meißen","",""
"DED29","DED29","European Union","Germany","SACHSEN","Dresden","Sächsische Schweiz","",""
"DED21","DED21","European Union","Germany","SACHSEN","Dresden","Dresden, Kreisfreie Stadt","",""
"DED34","DED34","European Union","Germany","SACHSEN","Leipzig","Leipziger Land","",""
"DED35","DED35","European Union","Germany","SACHSEN","Leipzig","Muldentalkreis","",""
"DED33","DED33","European Union","Germany","SACHSEN","Leipzig","Döbeln","",""
"DED32","DED32","European Union","Germany","SACHSEN","Leipzig","Delitzsch","",""
"DED36","DED36","European Union","Germany","SACHSEN","Leipzig","Torgau-Oschatz","",""
"DED31","DED31","European Union","Germany","SACHSEN","Leipzig","Leipzig, Kreisfreie Stadt","",""
"DEE04","DEE04","European Union","Germany","SACHSEN-ANHALT","Sachsen-Anhalt","Altmarkkreis Salzwedel","",""
"DEE09","DEE09","European Union","Germany","SACHSEN-ANHALT","Sachsen-Anhalt","Harz","",""
"DEE0B","DEE0B","European Union","Germany","SACHSEN-ANHALT","Sachsen-Anhalt","Saalekreis","",""
"DEE08","DEE08","European Union","Germany","SACHSEN-ANHALT","Sachsen-Anhalt","Burgenland (D)","",""
"DEE0E","DEE0E","European Union","Germany","SACHSEN-ANHALT","Sachsen-Anhalt","Wittenberg","",""
"DEE03","DEE03","European Union","Germany","SACHSEN-ANHALT","Sachsen-Anhalt","Magdeburg, Kreisfreie Stadt","",""
"DEE07","DEE07","European Union","Germany","SACHSEN-ANHALT","Sachsen-Anhalt","Börde","",""
"DEE0C","DEE0C","European Union","Germany","SACHSEN-ANHALT","Sachsen-Anhalt","Salzland","",""
"DEE0A","DEE0A","European Union","Germany","SACHSEN-ANHALT","Sachsen-Anhalt","Mansfeld-Südharz","",""
"DEE06","DEE06","European Union","Germany","SACHSEN-ANHALT","Sachsen-Anhalt","Jerichower Land","",""
"DEE05","DEE05","European Union","Germany","SACHSEN-ANHALT","Sachsen-Anhalt","Anhalt-Bitterfeld","",""
"DEE01","DEE01","European Union","Germany","SACHSEN-ANHALT","Sachsen-Anhalt","Dessau-Roßlau, Kreisfreie Stadt","",""
"DEE02","DEE02","European Union","Germany","SACHSEN-ANHALT","Sachsen-Anhalt","Halle (Saale), Kreisfreie Stadt","",""
"DEE0D","DEE0D","European Union","Germany","SACHSEN-ANHALT","Sachsen-Anhalt","Stendal","",""
"DEF04","DEF04","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Neumünster, Kreisfreie Stadt","",""
"DEF03","DEF03","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Lübeck, Kreisfreie Stadt","",""
"DEF08","DEF08","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Ostholstein","",""
"DEF09","DEF09","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Pinneberg","",""
"DEF0B","DEF0B","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Rendsburg-Eckernförde","",""
"DEF0D","DEF0D","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Segeberg","",""
"DEF0C","DEF0C","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Schleswig-Flensburg","",""
"DEF0A","DEF0A","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Plön","",""
"DEF02","DEF02","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Kiel, Kreisfreie Stadt","",""
"DEF07","DEF07","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Nordfriesland","",""
"DEF0E","DEF0E","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Steinburg","",""
"DEF05","DEF05","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Dithmarschen","",""
"DEF01","DEF01","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Flensburg, Kreisfreie Stadt","",""
"DEF0F","DEF0F","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Stormarn","",""
"DEF06","DEF06","European Union","Germany","SCHLESWIG-HOLSTEIN","Schleswig-Holstein","Herzogtum Lauenburg","",""
"DEG07","DEG07","European Union","Germany","THÜRINGEN","Thüringen","Nordhausen","",""
"DEG09","DEG09","European Union","Germany","THÜRINGEN","Thüringen","Unstrut-Hainich-Kreis","",""
"DEG0A","DEG0A","European Union","Germany","THÜRINGEN","Thüringen","Kyffhäuserkreis","",""
"DEG0C","DEG0C","European Union","Germany","THÜRINGEN","Thüringen","Gotha","",""
"DEG02","DEG02","European Union","Germany","THÜRINGEN","Thüringen","Gera, Kreisfreie Stadt","",""
"DEG0I","DEG0I","European Union","Germany","THÜRINGEN","Thüringen","Saalfeld-Rudolstadt","",""
"DEG0B","DEG0B","European Union","Germany","THÜRINGEN","Thüringen","Schmalkalden-Meiningen","",""
"DEG0L","DEG0L","European Union","Germany","THÜRINGEN","Thüringen","Greiz","",""
"DEG0M","DEG0M","European Union","Germany","THÜRINGEN","Thüringen","Altenburger Land","",""
"DEG0N","DEG0N","European Union","Germany","THÜRINGEN","Thüringen","Eisenach, Kreisfreie Stadt","",""
"DEG0P","DEG0P","European Union","Germany","THÜRINGEN","Thüringen","Wartburgkreis","",""
"DEG0F","DEG0F","European Union","Germany","THÜRINGEN","Thüringen","Ilm-Kreis","",""
"DEG0G","DEG0G","European Union","Germany","THÜRINGEN","Thüringen","Weimarer Land","",""
"DEG0D","DEG0D","European Union","Germany","THÜRINGEN","Thüringen","Sömmerda","",""
"DEG0E","DEG0E","European Union","Germany","THÜRINGEN","Thüringen","Hildburghausen","",""
"DEG03","DEG03","European Union","Germany","THÜRINGEN","Thüringen","Jena, Kreisfreie Stadt","",""
"DEG04","DEG04","European Union","Germany","THÜRINGEN","Thüringen","Suhl, Kreisfreie Stadt","",""
"DEG0H","DEG0H","European Union","Germany","THÜRINGEN","Thüringen","Sonneberg","",""
"DEG06","DEG06","European Union","Germany","THÜRINGEN","Thüringen","Eichsfeld","",""
"DEG05","DEG05","European Union","Germany","THÜRINGEN","Thüringen","Weimar, Kreisfreie Stadt","",""
"DEG01","DEG01","European Union","Germany","THÜRINGEN","Thüringen","Erfurt, Kreisfreie Stadt","",""
"DEG0J","DEG0J","European Union","Germany","THÜRINGEN","Thüringen","Saale-Holzland-Kreis","",""
"DEG0K","DEG0K","European Union","Germany","THÜRINGEN","Thüringen","Saale-Orla-Kreis","",""
"DEZZZ","DEZZZ","European Union","Germany","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"DK012","DK012","European Union","Denmark","DANMARK","Hovedstaden","Københavns omegn","",""
"DK011","DK011","European Union","Denmark","DANMARK","Hovedstaden","Byen København","",""
"DK014","DK014","European Union","Denmark","DANMARK","Hovedstaden","Bornholm","",""
"DK013","DK013","European Union","Denmark","DANMARK","Hovedstaden","Nordsjælland","",""
"DK022","DK022","European Union","Denmark","DANMARK","Sjælland","Vest- og Sydsjælland","",""
"DK021","DK021","European Union","Denmark","DANMARK","Sjælland","Østsjælland","",""
"DK031","DK031","European Union","Denmark","DANMARK","Syddanmark","Fyn","",""
"DK032","DK032","European Union","Denmark","DANMARK","Syddanmark","Sydjylland","",""
"DK042","DK042","European Union","Denmark","DANMARK","Midtjylland","Østjylland","",""
"DK041","DK041","European Union","Denmark","DANMARK","Midtjylland","Vestjylland","",""
"DK050","DK050","European Union","Denmark","DANMARK","Nordjylland","Nordjylland","",""
"DKZZZ","DKZZZ","European Union","Denmark","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"EE001","EE001","European Union","Estonia","EESTI","Eesti","Põhja-Eesti","",""
"EE006","EE006","European Union","Estonia","EESTI","Eesti","Kesk-Eesti","",""
"EE007","EE007","European Union","Estonia","EESTI","Eesti","Kirde-Eesti","",""
"EE004","EE004","European Union","Estonia","EESTI","Eesti","Lääne-Eesti","",""
"EE008","EE008","European Union","Estonia","EESTI","Eesti","Lõuna-Eesti","",""
"EEZZZ","EEZZZ","European Union","Estonia","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"ES114","ES114","European Union","Spain","NOROESTE","Galicia","Pontevedra","",""
"ES113","ES113","European Union","Spain","NOROESTE","Galicia","Ourense","",""
"ES112","ES112","European Union","Spain","NOROESTE","Galicia","Lugo","",""
"ES111","ES111","European Union","Spain","NOROESTE","Galicia","A Coruña","",""
"ES120","ES120","European Union","Spain","NOROESTE","Principado de Asturias","Asturias","",""
"ES130","ES130","European Union","Spain","NOROESTE","Cantabria","Cantabria","",""
"ES212","ES212","European Union","Spain","NORESTE","País Vasco","Guipúzcoa","",""
"ES211","ES211","European Union","Spain","NORESTE","País Vasco","Álava","",""
"ES213","ES213","European Union","Spain","NORESTE","País Vasco","Vizcaya","",""
"ES220","ES220","European Union","Spain","NORESTE","Comunidad Foral de Navarra","Navarra","",""
"ES230","ES230","European Union","Spain","NORESTE","La Rioja","La Rioja","",""
"ES243","ES243","European Union","Spain","NORESTE","Aragón","Zaragoza","",""
"ES242","ES242","European Union","Spain","NORESTE","Aragón","Teruel","",""
"ES241","ES241","European Union","Spain","NORESTE","Aragón","Huesca","",""
"ES300","ES300","European Union","Spain","COMUNIDAD DE MADRID","Comunidad de Madrid","Madrid","",""
"ES418","ES418","European Union","Spain","CENTRO (E)","Castilla y León","Valladolid","",""
"ES417","ES417","European Union","Spain","CENTRO (E)","Castilla y León","Soria","",""
"ES413","ES413","European Union","Spain","CENTRO (E)","Castilla y León","León","",""
"ES415","ES415","European Union","Spain","CENTRO (E)","Castilla y León","Salamanca","",""
"ES416","ES416","European Union","Spain","CENTRO (E)","Castilla y León","Segovia","",""
"ES412","ES412","European Union","Spain","CENTRO (E)","Castilla y León","Burgos","",""
"ES411","ES411","European Union","Spain","CENTRO (E)","Castilla y León","Ávila","",""
"ES414","ES414","European Union","Spain","CENTRO (E)","Castilla y León","Palencia","",""
"ES419","ES419","European Union","Spain","CENTRO (E)","Castilla y León","Zamora","",""
"ES422","ES422","European Union","Spain","CENTRO (E)","Castilla-La Mancha","Ciudad Real","",""
"ES423","ES423","European Union","Spain","CENTRO (E)","Castilla-La Mancha","Cuenca","",""
"ES425","ES425","European Union","Spain","CENTRO (E)","Castilla-La Mancha","Toledo","",""
"ES421","ES421","European Union","Spain","CENTRO (E)","Castilla-La Mancha","Albacete","",""
"ES424","ES424","European Union","Spain","CENTRO (E)","Castilla-La Mancha","Guadalajara","",""
"ES432","ES432","European Union","Spain","CENTRO (E)","Extremadura","Cáceres","",""
"ES431","ES431","European Union","Spain","CENTRO (E)","Extremadura","Badajoz","",""
"ES514","ES514","European Union","Spain","ESTE","Cataluña","Tarragona","",""
"ES513","ES513","European Union","Spain","ESTE","Cataluña","Lleida","",""
"ES512","ES512","European Union","Spain","ESTE","Cataluña","Girona","",""
"ES511","ES511","European Union","Spain","ESTE","Cataluña","Barcelona","",""
"ES522","ES522","European Union","Spain","ESTE","Comunidad Valenciana","Castellón / Castelló","",""
"ES523","ES523","European Union","Spain","ESTE","Comunidad Valenciana","Valencia / València","",""
"ES521","ES521","European Union","Spain","ESTE","Comunidad Valenciana","Alicante / Alacant","",""
"ES532","ES532","European Union","Spain","ESTE","Illes Balears","Mallorca","",""
"ES533","ES533","European Union","Spain","ESTE","Illes Balears","Menorca","",""
"ES531","ES531","European Union","Spain","ESTE","Illes Balears","Eivissa y Formentera","",""
"ES615","ES615","European Union","Spain","SUR","Andalucía","Huelva","",""
"ES616","ES616","European Union","Spain","SUR","Andalucía","Jaén","",""
"ES614","ES614","European Union","Spain","SUR","Andalucía","Granada","",""
"ES611","ES611","European Union","Spain","SUR","Andalucía","Almería","",""
"ES618","ES618","European Union","Spain","SUR","Andalucía","Sevilla","",""
"ES617","ES617","European Union","Spain","SUR","Andalucía","Málaga","",""
"ES612","ES612","European Union","Spain","SUR","Andalucía","Cádiz","",""
"ES613","ES613","European Union","Spain","SUR","Andalucía","Córdoba","",""
"ES620","ES620","European Union","Spain","SUR","Región de Murcia","Murcia","",""
"ES630","ES630","European Union","Spain","SUR","Ciudad Autónoma de Ceuta","Ceuta","",""
"ES640","ES640","European Union","Spain","SUR","Ciudad Autónoma de Melilla","Melilla","",""
"ES704","ES704","European Union","Spain","CANARIAS","Canarias","Fuerteventura","",""
"ES707","ES707","European Union","Spain","CANARIAS","Canarias","La Palma","",""
"ES705","ES705","European Union","Spain","CANARIAS","Canarias","Gran Canaria","",""
"ES703","ES703","European Union","Spain","CANARIAS","Canarias","El Hierro","",""
"ES708","ES708","European Union","Spain","CANARIAS","Canarias","Lanzarote","",""
"ES706","ES706","European Union","Spain","CANARIAS","Canarias","La Gomera","",""
"ES709","ES709","European Union","Spain","CANARIAS","Canarias","Tenerife","",""
"ESZZZ","ESZZZ","European Union","Spain","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"FI132","FI132","European Union","Finland","MANNER-SUOMI","Itä-Suomi","Pohjois-Savo","",""
"FI134","FI134","European Union","Finland","MANNER-SUOMI","Itä-Suomi","Kainuu","",""
"FI133","FI133","European Union","Finland","MANNER-SUOMI","Itä-Suomi","Pohjois-Karjala","",""
"FI131","FI131","European Union","Finland","MANNER-SUOMI","Itä-Suomi","Etelä-Savo","",""
"FI186","FI186","European Union","Finland","MANNER-SUOMI","Etelä-Suomi","Kymenlaakso","",""
"FI187","FI187","European Union","Finland","MANNER-SUOMI","Etelä-Suomi","Etelä-Karjala","",""
"FI185","FI185","European Union","Finland","MANNER-SUOMI","Etelä-Suomi","Päijät-Häme","",""
"FI184","FI184","European Union","Finland","MANNER-SUOMI","Etelä-Suomi","Kanta-Häme","",""
"FI181","FI181","European Union","Finland","MANNER-SUOMI","Etelä-Suomi","Uusimaa","",""
"FI182","FI182","European Union","Finland","MANNER-SUOMI","Etelä-Suomi","Itä-Uusimaa","",""
"FI183","FI183","European Union","Finland","MANNER-SUOMI","Etelä-Suomi","Varsinais-Suomi","",""
"FI197","FI197","European Union","Finland","MANNER-SUOMI","Länsi-Suomi","Pirkanmaa","",""
"FI193","FI193","European Union","Finland","MANNER-SUOMI","Länsi-Suomi","Keski-Suomi","",""
"FI194","FI194","European Union","Finland","MANNER-SUOMI","Länsi-Suomi","Etelä-Pohjanmaa","",""
"FI196","FI196","European Union","Finland","MANNER-SUOMI","Länsi-Suomi","Satakunta","",""
"FI195","FI195","European Union","Finland","MANNER-SUOMI","Länsi-Suomi","Pohjanmaa","",""
"FI1A1","FI1A1","European Union","Finland","MANNER-SUOMI","Pohjois-Suomi","Keski-Pohjanmaa","",""
"FI1A2","FI1A2","European Union","Finland","MANNER-SUOMI","Pohjois-Suomi","Pohjois-Pohjanmaa","",""
"FI1A3","FI1A3","European Union","Finland","MANNER-SUOMI","Pohjois-Suomi","Lappi","",""
"FI200","FI200","European Union","Finland","ÅLAND","Åland","Åland","",""
"FIZZZ","FIZZZ","European Union","Finland","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
"FR108","FR108","European Union","France","ÎLE DE FRANCE","Île de France","Val-d'Oise","",""
"FR104","FR104","European Union","France","ÎLE DE FRANCE","Île de France","Essonne","",""
"FR102","FR102","European Union","France","ÎLE DE FRANCE","Île de France","Seine-et-Marne","",""
"FR103","FR103","European Union","France","ÎLE DE FRANCE","Île de France","Yvelines","",""
"FR105","FR105","European Union","France","ÎLE DE FRANCE","Île de France","Hauts-de-Seine","",""
"FR106","FR106","European Union","France","ÎLE DE FRANCE","Île de France","Seine-Saint-Denis","",""
"FR107","FR107","European Union","France","ÎLE DE FRANCE","Île de France","Val-de-Marne","",""
"FR101","FR101","European Union","France","ÎLE DE FRANCE","Île de France","Paris","",""
"FR214","FR214","European Union","France","BASSIN PARISIEN","Champagne-Ardenne","Haute-Marne","",""
"FR212","FR212","European Union","France","BASSIN PARISIEN","Champagne-Ardenne","Aube","",""
"FR213","FR213","European Union","France","BASSIN PARISIEN","Champagne-Ardenne","Marne","",""
"FR211","FR211","European Union","France","BASSIN PARISIEN","Champagne-Ardenne","Ardennes","",""
"FR221","FR221","European Union","France","BASSIN PARISIEN","Picardie","Aisne","",""
"FR222","FR222","European Union","France","BASSIN PARISIEN","Picardie","Oise","",""
"FR223","FR223","European Union","France","BASSIN PARISIEN","Picardie","Somme","",""
"FR231","FR231","European Union","France","BASSIN PARISIEN","Haute-Normandie","Eure","",""
"FR232","FR232","European Union","France","BASSIN PARISIEN","Haute-Normandie","Seine-Maritime","",""
"FR243","FR243","European Union","France","BASSIN PARISIEN","Centre","Indre","",""
"FR244","FR244","European Union","France","BASSIN PARISIEN","Centre","Indre-et-Loire","",""
"FR241","FR241","European Union","France","BASSIN PARISIEN","Centre","Cher","",""
"FR242","FR242","European Union","France","BASSIN PARISIEN","Centre","Eure-et-Loir","",""
